2024-12-29 11:07:15: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:13: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:13: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:13: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:14: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:14: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:14: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:14: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:14: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:14: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:14: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:14: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:14: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:14: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:15: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:15: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:15: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:15: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:15: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:15: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:15: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:15: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:15: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:15: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:16: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:16: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:16: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:16: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:16: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:16: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:16: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:16: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:16: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:16: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:17: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:17: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:17: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:17: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:17: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:17: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:17: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:17: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:17: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:17: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:18: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:18: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:18: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:18: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:18: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:18: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:18: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:18: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:18: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:18: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:19: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:19: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:19: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:19: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:19: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:19: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:19: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:19: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:19: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:19: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:20: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:20: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:20: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:20: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:20: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:20: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:20: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:20: Acceleration=9.22m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:20: Acceleration=12.54m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:20: Acceleration=14.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:21: Acceleration=4.11m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:21: Acceleration=6.46m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:21: Acceleration=14.14m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:21: Acceleration=8.38m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 17:42:21: Acceleration=9.94m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 17:42:21: Acceleration=9.82m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 17:42:21: Acceleration=8.37m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 17:42:21: Acceleration=10.33m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 17:42:21: Acceleration=15.75m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 17:42:22: Acceleration=9.62m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 17:42:22: Acceleration=11.24m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 17:42:22: Acceleration=9.37m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 17:42:22: Acceleration=10.20m/s^2, Velocity=4.7km/h, Status=NORMAL
2024-12-29 17:42:22: Acceleration=11.18m/s^2, Velocity=6.2km/h, Status=POTENTIAL_ACCIDENT
2024-12-29 17:42:22: Acceleration=8.58m/s^2, Velocity=6.2km/h, Status=NORMAL
2024-12-29 17:42:22: Acceleration=13.30m/s^2, Velocity=6.2km/h, Status=NORMAL
2024-12-29 17:42:22: Acceleration=6.06m/s^2, Velocity=6.2km/h, Status=NORMAL
2024-12-29 17:42:22: Acceleration=7.35m/s^2, Velocity=6.2km/h, Status=NORMAL
2024-12-29 17:42:22: Acceleration=9.91m/s^2, Velocity=6.2km/h, Status=NORMAL
2024-12-29 17:42:23: Acceleration=9.48m/s^2, Velocity=6.2km/h, Status=NORMAL
2024-12-29 17:42:23: Acceleration=15.27m/s^2, Velocity=6.2km/h, Status=NORMAL
2024-12-29 17:42:23: Acceleration=8.82m/s^2, Velocity=6.2km/h, Status=NORMAL
2024-12-29 17:42:23: Acceleration=13.52m/s^2, Velocity=6.2km/h, Status=NORMAL
2024-12-29 17:42:23: Acceleration=14.75m/s^2, Velocity=4.1km/h, Status=NORMAL
2024-12-29 17:42:23: Acceleration=3.92m/s^2, Velocity=4.1km/h, Status=NORMAL
2024-12-29 17:42:23: Acceleration=10.73m/s^2, Velocity=4.1km/h, Status=NORMAL
2024-12-29 17:42:23: Acceleration=4.82m/s^2, Velocity=4.1km/h, Status=NORMAL
2024-12-29 17:42:23: Acceleration=11.75m/s^2, Velocity=4.1km/h, Status=NORMAL
2024-12-29 17:42:23: Acceleration=10.02m/s^2, Velocity=4.1km/h, Status=NORMAL
2024-12-29 17:42:24: Acceleration=11.87m/s^2, Velocity=4.1km/h, Status=NORMAL
2024-12-29 17:42:24: Acceleration=16.74m/s^2, Velocity=4.1km/h, Status=NORMAL
2024-12-29 17:42:24: Acceleration=14.73m/s^2, Velocity=4.1km/h, Status=NORMAL
2024-12-29 17:42:24: Acceleration=6.24m/s^2, Velocity=4.1km/h, Status=NORMAL
2024-12-29 17:42:24: Acceleration=7.26m/s^2, Velocity=3.8km/h, Status=NORMAL
2024-12-29 17:42:24: Acceleration=11.07m/s^2, Velocity=3.8km/h, Status=NORMAL
2024-12-29 17:42:24: Acceleration=17.52m/s^2, Velocity=3.8km/h, Status=NORMAL
2024-12-29 17:42:24: Acceleration=4.31m/s^2, Velocity=3.8km/h, Status=NORMAL
2024-12-29 17:42:24: Acceleration=8.77m/s^2, Velocity=3.8km/h, Status=NORMAL
2024-12-29 17:42:24: Acceleration=10.03m/s^2, Velocity=3.8km/h, Status=NORMAL
2024-12-29 17:42:25: Acceleration=9.82m/s^2, Velocity=3.8km/h, Status=NORMAL
2024-12-29 17:42:25: Acceleration=10.29m/s^2, Velocity=3.8km/h, Status=NORMAL
2024-12-29 17:42:25: Acceleration=8.63m/s^2, Velocity=3.8km/h, Status=NORMAL
2024-12-29 17:42:25: Acceleration=15.33m/s^2, Velocity=3.8km/h, Status=NORMAL
2024-12-29 17:42:25: Acceleration=9.78m/s^2, Velocity=3.4km/h, Status=NORMAL
2024-12-29 17:42:25: Acceleration=16.32m/s^2, Velocity=3.4km/h, Status=NORMAL
2024-12-29 17:42:25: Acceleration=12.71m/s^2, Velocity=3.4km/h, Status=NORMAL
2024-12-29 17:42:25: Acceleration=14.95m/s^2, Velocity=3.4km/h, Status=NORMAL
2024-12-29 17:42:25: Acceleration=7.12m/s^2, Velocity=3.4km/h, Status=NORMAL
2024-12-29 17:42:25: Acceleration=10.47m/s^2, Velocity=3.4km/h, Status=NORMAL
2024-12-29 17:42:26: Acceleration=9.61m/s^2, Velocity=3.4km/h, Status=NORMAL
2024-12-29 17:42:26: Acceleration=10.06m/s^2, Velocity=3.4km/h, Status=NORMAL
2024-12-29 17:42:26: Acceleration=9.76m/s^2, Velocity=3.4km/h, Status=NORMAL
2024-12-29 17:42:26: Acceleration=9.82m/s^2, Velocity=3.4km/h, Status=NORMAL
2024-12-29 17:42:26: Acceleration=9.83m/s^2, Velocity=5.0km/h, Status=NORMAL
2024-12-29 17:42:26: Acceleration=9.75m/s^2, Velocity=5.0km/h, Status=NORMAL
2024-12-29 17:42:26: Acceleration=9.82m/s^2, Velocity=5.0km/h, Status=NORMAL
2024-12-29 17:42:26: Acceleration=9.84m/s^2, Velocity=5.0km/h, Status=NORMAL
2024-12-29 17:42:26: Acceleration=9.84m/s^2, Velocity=5.0km/h, Status=NORMAL
2024-12-29 17:42:26: Acceleration=9.86m/s^2, Velocity=5.0km/h, Status=NORMAL
2024-12-29 17:42:27: Acceleration=9.82m/s^2, Velocity=5.0km/h, Status=NORMAL
2024-12-29 17:42:27: Acceleration=9.84m/s^2, Velocity=5.0km/h, Status=NORMAL
2024-12-29 17:42:27: Acceleration=9.83m/s^2, Velocity=5.0km/h, Status=NORMAL
2024-12-29 17:42:27: Acceleration=9.86m/s^2, Velocity=5.0km/h, Status=NORMAL
2024-12-29 17:42:27: Acceleration=9.81m/s^2, Velocity=2.9km/h, Status=NORMAL
2024-12-29 17:42:27: Acceleration=9.82m/s^2, Velocity=2.9km/h, Status=NORMAL
2024-12-29 17:42:27: Acceleration=9.81m/s^2, Velocity=2.9km/h, Status=NORMAL
2024-12-29 17:42:27: Acceleration=9.82m/s^2, Velocity=2.9km/h, Status=NORMAL
2024-12-29 17:42:27: Acceleration=9.85m/s^2, Velocity=2.9km/h, Status=NORMAL
2024-12-29 17:42:27: Acceleration=9.80m/s^2, Velocity=2.9km/h, Status=NORMAL
2024-12-29 17:42:28: Acceleration=9.83m/s^2, Velocity=2.9km/h, Status=NORMAL
2024-12-29 17:42:28: Acceleration=9.81m/s^2, Velocity=2.9km/h, Status=NORMAL
2024-12-29 17:42:28: Acceleration=9.84m/s^2, Velocity=2.9km/h, Status=NORMAL
2024-12-29 17:42:28: Acceleration=9.83m/s^2, Velocity=2.9km/h, Status=NORMAL
2024-12-29 17:42:28: Acceleration=9.81m/s^2, Velocity=1.8km/h, Status=NORMAL
2024-12-29 17:42:28: Acceleration=9.83m/s^2, Velocity=1.8km/h, Status=NORMAL
2024-12-29 17:42:28: Acceleration=9.83m/s^2, Velocity=1.8km/h, Status=NORMAL
2024-12-29 17:42:28: Acceleration=9.77m/s^2, Velocity=1.8km/h, Status=NORMAL
2024-12-29 17:42:28: Acceleration=9.82m/s^2, Velocity=1.8km/h, Status=NORMAL
2024-12-29 17:42:28: Acceleration=9.80m/s^2, Velocity=1.8km/h, Status=NORMAL
2024-12-29 17:42:29: Acceleration=9.82m/s^2, Velocity=1.8km/h, Status=NORMAL
2024-12-29 17:42:29: Acceleration=9.84m/s^2, Velocity=1.8km/h, Status=NORMAL
2024-12-29 17:42:29: Acceleration=9.79m/s^2, Velocity=1.8km/h, Status=NORMAL
2024-12-29 17:42:29: Acceleration=9.84m/s^2, Velocity=1.8km/h, Status=NORMAL
2024-12-29 17:42:29: Acceleration=9.84m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 17:42:29: Acceleration=9.79m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 17:42:29: Acceleration=9.80m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 17:42:29: Acceleration=9.81m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 17:42:29: Acceleration=9.82m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 17:42:29: Acceleration=9.80m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 17:42:30: Acceleration=9.80m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 17:42:30: Acceleration=9.81m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 17:42:30: Acceleration=9.82m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 17:42:30: Acceleration=9.81m/s^2, Velocity=1.0km/h, Status=NORMAL
2024-12-29 17:42:30: Acceleration=9.80m/s^2, Velocity=0.6km/h, Status=NORMAL
2024-12-29 17:42:30: Acceleration=9.81m/s^2, Velocity=0.6km/h, Status=NORMAL
2024-12-29 17:42:30: Acceleration=9.81m/s^2, Velocity=0.6km/h, Status=NORMAL
2024-12-29 17:42:30: Acceleration=9.80m/s^2, Velocity=0.6km/h, Status=NORMAL
2024-12-29 17:42:30: Acceleration=9.82m/s^2, Velocity=0.6km/h, Status=NORMAL
2024-12-29 17:42:30: Acceleration=9.82m/s^2, Velocity=0.6km/h, Status=NORMAL
2024-12-29 17:42:31: Acceleration=9.82m/s^2, Velocity=0.6km/h, Status=NORMAL
2024-12-29 17:42:31: Acceleration=9.80m/s^2, Velocity=0.6km/h, Status=NORMAL
2024-12-29 17:42:31: Acceleration=9.82m/s^2, Velocity=0.6km/h, Status=NORMAL
2024-12-29 17:42:31: Acceleration=9.81m/s^2, Velocity=0.6km/h, Status=NORMAL
2024-12-29 17:42:31: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:31: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:31: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:31: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:31: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:31: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:32: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:32: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:32: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:32: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:32: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:32: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:32: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:32: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:32: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:32: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:33: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:33: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:33: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:33: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:33: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:33: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:33: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:33: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:33: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:33: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:34: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:34: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:34: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:34: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:34: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:34: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:34: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:34: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:34: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:34: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:35: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:35: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:35: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:35: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:35: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:35: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:35: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:35: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:35: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:36: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:36: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:36: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:36: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:36: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:36: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:36: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:36: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:36: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:36: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:37: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:37: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:37: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:37: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:37: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:37: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:37: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:37: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:37: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:37: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:38: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:38: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:38: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:38: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:38: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:38: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:38: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:38: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:38: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:38: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:39: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:39: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:39: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:39: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:39: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:39: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:39: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:39: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:39: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:39: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:40: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:40: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:40: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:40: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:40: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:40: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:40: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:40: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:40: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:40: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:41: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:41: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:41: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:41: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:41: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:41: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:41: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:41: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:41: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:41: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:42: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:42: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 17:42:42: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
